baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
GLIPR1	1394.66841990146	-0.0917738664228422	0.0790321484423243	-1.16122196133661	0.245551645934327	0.328683731594231
ITGBL1	3010.0932163981	0.13590251931015	0.117047436428448	1.16108924259292	0.245605608990184	0.328735539269664
SNORD11B	0.434628137723123	0.396487048048985	0.341527460802602	1.16092289362977	0.245673257739857	0.328805657249641
MIR548AE2	0.391678139393594	0.417687354088998	0.359807931815046	1.1608619965157	0.245698025895923	0.328818379295675
TYRP1	51.3130052332843	0.291113080086265	0.250791106179368	1.16077912219925	0.245731735462185	0.328843065333084
KIAA1211	634.397596014248	-0.158287715863076	0.136380238997103	-1.16063527258108	0.24579025475457	0.32889121589538
ZFP28	458.616051046306	-0.0884977366766387	0.0762520359467676	-1.16059506579496	0.245806612976679	0.32889121589538
MIR298	0.340671173146573	0.462058050041701	0.398127492566254	1.16057810291714	0.245813514590949	0.32889121589538
ADCK5	769.323108267305	0.123406224662664	0.106338747682199	1.16050101541042	0.245844880570155	0.328912755822108
MIR3190	0.316458146432135	0.374804270310078	0.323111375293896	1.15998475748235	0.246055012038509	0.329173446308845
GOT1L1	0.398381436234128	-0.498675090784656	0.429934654905346	-1.15988577588481	0.246095314707123	0.32920692083516
TAS2R50	1.28725443500618	0.24856525748627	0.21435279731919	1.15960818144181	0.24620836845286	0.329337705820714
LOC100506136	17.5422620776968	-0.102596441590686	0.0884786660699999	-1.15956135131509	0.246227444185052	0.329342773795416
LOC147093	1.78131241066864	-0.229050030223428	0.197581102539979	-1.1592709387634	0.24634576364499	0.329480576854213
FAM165B	689.832509169711	0.0727278722490821	0.0627509207473887	1.15899291010975	0.246459075003926	0.329611665024805
DZANK1-AS1	0.287082067818231	-0.682951393088578	0.589396885926477	-1.15872921862328	0.246566576952431	0.329734967961711
SPIN3	984.627910234236	-0.0750060130855482	0.0647403665307127	-1.15856639535653	0.246632973272673	0.329803288199768
BMP1	2309.07543711516	-0.0996221879121638	0.086034834850034	-1.15792850751459	0.246893212820679	0.330130795494582
TCF3	5414.27032350141	0.0743635482118247	0.06423871323295	1.15761266795863	0.247022137278195	0.330282686372584
C19orf55	526.282604769736	-0.0716292919983285	0.0618828204359906	-1.15749882590467	0.247068618713405	0.330324334216309
ISCA2	934.857515894166	0.0658088291935809	0.0568629012646846	1.1573245073665	0.247139804421514	0.330399003813657
SLC35A1	2167.889166885	0.0743660206818912	0.0642727805209761	1.15703755274165	0.247257018123571	0.330535194741512
LRRIQ4	20.3129475704478	0.241895584521233	0.209100400361415	1.15683941352161	0.247337975697287	0.330622904288785
RP1	51.2829411067301	-0.256617026134211	0.221894256656313	-1.15648340791299	0.247483482425112	0.330796882080072
HOXB-AS5	17.6230668794011	-0.429565828419871	0.371500599131489	-1.15629915382136	0.247558814348047	0.330877045493785
TAS2R13	1.24286558224936	-0.259817874013455	0.224708883654313	-1.1562421110736	0.247582139417099	0.330887693027418
CGGBP1	6115.17602272264	-0.0549079184691027	0.0474971465449033	-1.15602562392234	0.247670676110996	0.33098548763323
SAA3P	1.54451718493611	0.316174651968937	0.273521840090782	1.15593932778457	0.247705974797325	0.331012127591711
DRD1	18.2330088462045	-0.234897325910995	0.203258656965084	-1.15565717799339	0.247821410299597	0.331145845282796
TET2	2051.30640274146	-0.0827263098323056	0.0715963188286197	-1.15545479412605	0.247904234480355	0.331235972937532
CCPG1	1299.79889851173	-0.0660327987618837	0.0571569992427816	-1.15528805984725	0.247972483869303	0.331306616587924
LINC00521	0.707673788986436	0.316127965327516	0.273748060664018	1.15481353387746	0.24816679367584	0.33154566556817
TAS2R43	2.17949823286253	0.241149266255501	0.208921415093231	1.15425824656552	0.24839430903518	0.331829044078496
C17orf75	1162.08535781745	-0.0722611466805813	0.0626182911333807	-1.15399423032259	0.248502534381001	0.331953038238113
PPARGC1B	338.10584265904	-0.118703452979458	0.102893840997634	-1.1536497406311	0.24864379693286	0.332117987653389
LOC390858	1.24151576897386	-0.248369533814995	0.215296182183687	-1.15361791972275	0.24865684834985	0.332117987653389
ACSF2	3193.35599432319	0.127664045733852	0.110692033376162	1.15332641238971	0.248776433036021	0.332257111978677
PARK7	11601.8257647932	-0.0670531662142329	0.0581474754920229	-1.15315696247951	0.248845964740009	0.332329374185393
TTC19	3281.31301203397	0.0661977072099863	0.0574230217793222	1.15280779657304	0.248989283558883	0.332496633834013
BOK-AS1	3.111009161136	0.186556405002299	0.161832221714658	1.15277664129974	0.249002074372353	0.332496633834013
HRAS	1927.91525682231	0.112923406633802	0.0979847239039657	1.15245930319176	0.249132383866591	0.332650020329831
IQCK	1767.03576297789	0.0819962860159681	0.0711638675892344	1.15221795545542	0.249231521118483	0.332761768156705
ADAMTS14	454.978839253046	0.15182762959805	0.13178197456933	1.15211226796555	0.249274942542315	0.332785865829961
ZNF823	640.656419943662	0.0807582088315108	0.070096598175499	1.15209883123456	0.249280463366316	0.332785865829961
C6orf147	33.0201626974976	-0.163202952025313	0.141733390968525	-1.15147849712814	0.249535436531062	0.333105610299597
MIR4729	0.281268682285461	0.534485282346908	0.464350100347428	1.15103944620019	0.249716007784433	0.333326001964549
FAM92B	17.1465371850822	-0.233611053009985	0.202973385535106	-1.15094425997826	0.249755167663454	0.333357619239294
LOC643648	0.692425125092988	-0.368935312839798	0.320813518266161	-1.14999927320305	0.250144170622131	0.333856152390237
NUDT3	279.755659830561	-0.0790760029271292	0.0687749224773906	-1.14977960103299	0.250234659060352	0.333956234578221
SLC25A4	1749.51950605512	-0.0953916160600354	0.0829943686334502	-1.14937456156017	0.250401564837206	0.334158282510702
MIR1203	0.373178003218495	0.425552328012547	0.370301872760914	1.14920382346353	0.250471944659546	0.334231500510701
ZSWIM5	398.904248080381	-0.146179315963289	0.127207169434639	-1.14914368909371	0.250496735891528	0.334243879477709
WLS	2864.49293242754	0.140819121455138	0.122603900634042	1.14856966806844	0.250733470292764	0.334539040316301
POU3F4	0.69279739458466	-0.363277043834812	0.316336828620487	-1.14838681736498	0.250808913300185	0.334618976228585
CIRBP-AS1	75.6118210125555	0.0958176915045291	0.0834451540613933	1.1482714914042	0.250856504186771	0.334661745383602
LOC100130691	76.8752973581283	0.0998519949971615	0.086985964319702	1.14790927223813	0.251006020027672	0.334840476500072
LOC100506343	21.0197603044953	-0.143009015241865	0.124643015194724	-1.147348810669	0.251237488370918	0.335128502845834
MYL7	29.8866854328574	-0.305494979090814	0.266310143296551	-1.14713985471679	0.251323824429857	0.335222911931454
NR1H4	0.727094047698834	-0.348187728826358	0.303587947427381	-1.14690893290369	0.251419260380624	0.335329446272529
C16orf78	0.518577515119589	0.319612348618472	0.278711702263207	1.1467489381434	0.251485398244532	0.335396893635025
SKAP2	1753.41251187592	-0.0967089396274439	0.0843427635785336	-1.14661810360762	0.25153949101468	0.335448269540097
COPS7A	4869.87304312748	-0.048568471956582	0.0423745575428462	-1.14617059794602	0.251724570953871	0.335674310264311
SLC6A1	90.0953218425315	-0.123992135026952	0.108188143391421	-1.14607877665811	0.251762558254626	0.335691779571465
TYR	1.24339428862617	-0.28157455275002	0.245688416556629	-1.14606360648313	0.251768834678599	0.335691779571465
TCERG1	3065.81545065694	-0.0531713341921407	0.0464024902529019	-1.14587242844829	0.251847940970306	0.33577647380805
PTCD1	23.4443059879549	0.113411009962345	0.0989920060617269	1.14565826549294	0.251936578622141	0.335873864470013
C8G	37.3307098226472	0.14260791389533	0.124484858031346	1.14558442006995	0.251967146769991	0.335893831446859
LOC100292680	20.1502607870098	-0.154448260384054	0.134858962186905	-1.14525766682084	0.252102436585851	0.336053390286201
WDR33	3968.15822163822	-0.0264029071027595	0.0230550052346067	-1.14521366766499	0.252120657985879	0.336056886447305
FAM212B	396.9086427636	0.0938641563678361	0.0819722970959968	1.14507168510738	0.252179463580047	0.336114474348462
MMP16	443.311745556795	0.177823775480257	0.155313873064956	1.14493169200595	0.252237454553025	0.336170969433366
ATP1A2	287.507051170273	0.211638719968872	0.184949682334184	1.14430431724919	0.252497453485321	0.336496668185559
OR56B1	0.990084210595368	0.29191668836089	0.255159187462921	1.14405713258242	0.252599943930711	0.336612432241185
SRI	4896.84211054901	0.0643789196465352	0.0562781768051638	1.14394110295037	0.252648063419335	0.336655732205972
SLC7A5P2	36.9133872801222	0.108837642818708	0.0951555872136713	1.14378615072086	0.25271233474091	0.336720547941008
BRP44L	1520.74397150673	-0.0753338117687489	0.0658720795013185	-1.14363797741107	0.252773804947125	0.336781623610443
RCN3	3077.47262793589	0.123469745467287	0.107982960660773	1.14341878303527	0.252864757590325	0.336881970040564
WWTR1	4985.8573959691	-0.093153796156815	0.0814902534461762	-1.14312807013593	0.252985421341874	0.337021884577624
UBQLN3	0.542743392240532	0.383114690140394	0.335259390285771	1.14274111700147	0.253146092935844	0.337204305143542
CYSLTR2	45.5135759445817	0.148339906570346	0.129812666449888	1.14272289929127	0.25315365908799	0.337204305143542
PDZD9	5.29908554664626	0.150052322207774	0.131374936469708	1.14216856152294	0.253383961140447	0.337490204563202
MIR4722	0.288917818539366	0.396474091996983	0.347148511346437	1.14208783571975	0.253417511195447	0.337514024554569
TMEM183A	327.277621075	-0.07549522322143	0.0661226150295215	-1.1417458790419	0.253559664438243	0.337682475777802
CA11	477.564781727925	0.172533644280289	0.15114055712918	1.14154431846393	0.253643480265023	0.337759890057547
COPZ1	11969.9749175031	-0.0554264627185753	0.0485545095526364	-1.141530688483	0.253649148776506	0.337759890057547
HCN1	12.3763750555008	0.193490411221486	0.169564169371643	1.1411043496896	0.25382650142766	0.337975163582046
ZFP161	1163.15034431384	0.0444324267416272	0.0389446302466341	1.14091278977973	0.253906216523386	0.338060412136445
SRPX2	1230.71603299025	-0.113743374033807	0.0997427013761985	-1.14036789122848	0.254133064047245	0.33834153577023
DAO	1.24904246329015	0.241454817328937	0.211752132715074	1.14027100569433	0.254173413371461	0.338374344539008
C6orf48	4958.88230464905	0.0839649350595542	0.0736536240191631	1.13999733451959	0.25428741160795	0.338505190044592
CD79A	891.256201336123	-0.239928648515879	0.210529801413036	-1.13964221172263	0.254435391696504	0.338681252932312
LOC286186	0.731424006103074	-0.279724749470747	0.245482313586928	-1.13949043979372	0.254498653508976	0.338737391614669
KIAA1671	5527.76201894409	-0.0934280807980206	0.0819928934718262	-1.1394655907603	0.254509012164252	0.338737391614669
LOC728978	21.6380972853689	-0.169330816708109	0.14864268131503	-1.139180316246	0.254627953711986	0.338857046632564
TMEM164	5071.43036704713	-0.126586409238393	0.111121173499468	-1.1391745177979	0.254630371701382	0.338857046632564
LOC100268168	36.5385122288677	0.105701493038328	0.0928138633248794	1.13885457680323	0.25476381386682	0.339013687828707
GGPS1	4092.76438651063	0.0657132349449239	0.0577154025784505	1.13857362175725	0.254881035732408	0.339148726688839
CFHR3	10.1778365311267	-0.177505735630126	0.155914164405989	-1.13848370548243	0.254918559098927	0.339177707338641
BEAN1	116.661860671681	0.12504318126668	0.109849733082632	1.13831119801282	0.25499055972441	0.339252554727517
ODZ4	947.801018608067	-0.131161549273115	0.115295559834094	-1.13761145235647	0.255282762379411	0.339620342886379
LOC100302401	52.2280051516118	-0.0819992179095019	0.0720861647910807	-1.13751672248276	0.255322337950163	0.339652019067509
SOX2	93.1213637008581	-0.321495330738952	0.282679872228329	-1.13731242413776	0.255407702771947	0.339744600427194
CD19	143.233672746497	-0.252186692677882	0.221756708447621	-1.13722238413116	0.255445331739315	0.339773675803655
RWDD3	525.227506577824	0.0640426592912761	0.0563296407272745	1.13692646472476	0.255569027705183	0.339917220204992
GCC2	2958.1395301319	-0.0767647827047571	0.0675411585274821	-1.13656301399571	0.25572100909677	0.340098365330009
UCA1	47.886134077864	-0.225917808615238	0.19881359521395	-1.136329778515	0.255818572458641	0.340207118830182
STX16-NPEPL1	34.8395648073662	0.118955769842579	0.104697932372385	1.13618069762335	0.255880947157127	0.340269065215304
CYB5RL	256.362418097256	-0.0830843530404901	0.0731310165275989	-1.13610280542367	0.255913541065887	0.340291404068848
BRS3	0.689154657186487	-0.352267946473962	0.310125415629854	-1.13588867187334	0.256003159888898	0.340389417085485
HAS3	344.037087946426	-0.176942349763007	0.155779517486884	-1.13585118645591	0.256018850466636	0.340389417085485
MRPS11	1617.25834324124	-0.0631223773860544	0.0556235517353774	-1.13481385881923	0.256453318250574	0.340946022116036
RGPD2	1.84568915230602	-0.298122246332002	0.262758111077056	-1.1345881773544	0.256547909030274	0.341050731343219
FGF8	1.82950308569248	-0.24261717759467	0.213870998324025	-1.13440896379552	0.256623040785265	0.341129560725473
SPINT3	0.401569652063993	0.560134094686585	0.493853991659397	1.13420991658786	0.256706505312311	0.34121945646893
DTNB	1774.61551100989	-0.0856330126932957	0.0755368445361897	-1.13365885508057	0.256937674876806	0.341493553633167
LOC440910	19.9118922523751	0.261330437093633	0.230522735535712	1.13364279009759	0.256944416282661	0.341493553633167
LOC100507250	16.592994687112	-0.13546320889013	0.119502952397566	-1.13355533208474	0.256981118752716	0.341521264722011
ALDH7A1	1348.11587015999	-0.0768763161057015	0.0678238122566871	-1.1334708791472	0.257016563571767	0.34153218859534
NAPRT1	2630.86286981493	0.136433010781041	0.120368593688915	1.13346020419282	0.257021044081705	0.34153218859534
FAM55B	3.1538167214071	-0.202794889503504	0.178934166082847	-1.13334917496757	0.25706764867056	0.341573049399195
LOC100289495	107.597989011276	-0.0977607569843057	0.08628950225727	-1.13293916904092	0.257239799740841	0.341780712033098
COMT	6047.35245398645	-0.0876662876818436	0.077397743093401	-1.13267240332901	0.257351850834795	0.341908502367096
DVL2	1835.62726201047	0.059511900799393	0.0525490737369114	1.13250142328562	0.257423686345653	0.341982757529023
FN3KRP	2763.06578825679	-0.0677596277489511	0.0598338127266632	-1.13246381370506	0.257439489491538	0.341982757529023
RRN3P1	74.1930165610107	0.086256927346051	0.0761837004343867	1.13222286203254	0.257540750792585	0.342096179485507
BCL6	3701.14685665754	0.0950887215241293	0.083998276909455	1.1320318109219	0.257621060739244	0.342181759097797
ACADL	57.6625586356381	-0.233019952644239	0.205869033877394	-1.13188442309888	0.257683028324061	0.342242966661338
LOC285540	39.9483199254107	0.0882707397629204	0.0780042442093563	1.1316145763301	0.257796509214664	0.342372580108539
PCP4	41.1788346702772	0.235987110316557	0.20861442193193	1.13121186987522	0.257965927142037	0.342576461465083
ELL2	3573.1417077734	0.109384312074635	0.096748211195326	1.13060810864811	0.258220073102665	0.342892828829131
CCDC25	2266.96597729394	0.0630848698127789	0.0558488451607785	1.12956444544501	0.258659799749716	0.343455576320979
GOLGA1	2217.00525073729	-0.0533609450430421	0.0472526965473452	-1.12926772315685	0.25878491245174	0.343600527169992
LINC00167	6.21173134103558	-0.137655954707452	0.12191057443767	-1.12915516428669	0.258832383773691	0.343642378506217
LY6G5C	105.416708676551	0.104371978871089	0.0924421103454559	1.12905231696952	0.258875764556461	0.343678794158516
TBC1D16	2051.91989719155	-0.0960832858410523	0.0851286139475636	-1.12868378075833	0.259031253726992	0.343864029225111
RIT2	1.08072742107011	0.303235547070084	0.268674890159127	1.12863374351987	0.259052369933871	0.343870872326268
TMEM11	1381.62888773637	0.0753116270798693	0.0667389487915016	1.1284509037616	0.259129540251078	0.343952117255205
HNRPDL	11020.7480804448	0.0373460406434605	0.0331078612941404	1.12801126933772	0.259315159863283	0.344172421664249
SPCS2	2027.61720004863	0.0944988163568397	0.083776873546762	1.12798213106023	0.259327465692339	0.344172421664249
LOC285359	271.68717630992	-0.0609170371641435	0.054008535114603	-1.12791500519096	0.259355816178086	0.344188844631064
